cusip,issuer,class,status,cusip6,cusip8,cusip9
75902K 10 6 *,REGIONAL MGMT CORP,COM,,75902K,75902K10,75902K106
75902K 90 6  ,REGIONAL MGMT CORP,CALL,,75902K,75902K90,75902K906
75902K 95 6  ,REGIONAL MGMT CORP,PUT,,75902K,75902K95,75902K956
75903M 30 9,REGIONAL HEALTH PPTYS INC,COM,,75903M,75903M30,75903M309
7591EP 10 0 *,REGIONS FINANCIAL CORP NEW,COM,,7591EP,7591EP10,7591EP100
7591EP 90 0  ,REGIONS FINANCIAL CORP NEW,CALL,,7591EP,7591EP90,7591EP900
7591EP 95 0  ,REGIONS FINANCIAL CORP NEW,PUT,,7591EP,7591EP95,7591EP950
75915K 20 0 *,REGULUS THERAPEUTICS INC,COM NEW,,75915K,75915K20,75915K200
75915K 90 0  ,REGULUS THERAPEUTICS INC,CALL,,75915K,75915K90,75915K900
75915K 95 0  ,REGULUS THERAPEUTICS INC,PUT,,75915K,75915K95,75915K950
759351 60 4 *,REINSURANCE GRP OF AMERICA I,COM NEW,,759351,75935160,759351604
759351 90 4  ,REINSURANCE GRP OF AMERICA I,CALL,,759351,75935190,759351904
759351 95 4  ,REINSURANCE GRP OF AMERICA I,PUT,,759351,75935195,759351954
759419 10 4 *,REKOR SYSTEMS INC,COM,,759419,75941910,759419104
759419 90 4  ,REKOR SYSTEMS INC,CALL,,759419,75941990,759419904
759419 95 4  ,REKOR SYSTEMS INC,PUT,,759419,75941995,759419954
75943R 10 2,RELAY THERAPEUTICS INC,COM,ADDED,75943R,75943R10,75943R102
759509 10 2 *,RELIANCE STEEL & ALUMINUM CO,COM,,759509,75950910,759509102
759509 90 2  ,RELIANCE STEEL & ALUMINUM CO,CALL,,759509,75950990,759509902
759509 95 2  ,RELIANCE STEEL & ALUMINUM CO,PUT,,759509,75950995,759509952
75952R 20 9,RELIV INTL INC,COM NEW,,75952R,75952R20,75952R209
759530 10 8,RELX PLC,SPONSORED ADR,,759530,75953010,759530108
75955J 40 2 *,RELMADA THERAPEUTICS INC,COM,,75955J,75955J40,75955J402
75955J 90 2  ,RELMADA THERAPEUTICS INC,CALL,,75955J,75955J90,75955J902
75955J 95 2  ,RELMADA THERAPEUTICS INC,PUT,,75955J,75955J95,75955J952
75955K 10 2 *,REMARK HLDGS INC,COM,,75955K,75955K10,75955K102
75955K 90 2  ,REMARK HLDGS INC,CALL,,75955K,75955K90,75955K902
75955K 95 2  ,REMARK HLDGS INC,PUT,,75955K,75955K95,75955K952
75956B 10 1,RELIANT BANCORP INC,COM,,75956B,75956B10,75956B101
75970E 10 7 *,RENASANT CORP,COM,,75970E,75970E10,75970E107
75970E 90 7  ,RENASANT CORP,CALL,,75970E,75970E90,75970E907
75970E 95 7  ,RENASANT CORP,PUT,,75970E,75970E95,75970E957
75971T 30 1 *,RENESOLA LTD,SPONSORED ADS,,75971T,75971T30,75971T301
75971T 90 1  ,RENESOLA LTD,CALL,,75971T,75971T90,75971T901
75971T 95 1  ,RENESOLA LTD,PUT,,75971T,75971T95,75971T951
75972A AC 7,RENEWABLE ENERGY GROUP INC,NOTE  4.000% 6/1,,75972A,75972AAC,75972AAC7
75972A 30 1 *,RENEWABLE ENERGY GROUP INC,COM NEW,,75972A,75972A30,75972A301
75972A 90 1  ,RENEWABLE ENERGY GROUP INC,CALL,,75972A,75972A90,75972A901
75972A 95 1  ,RENEWABLE ENERGY GROUP INC,PUT,,75972A,75972A95,75972A951
759720 10 5,RENN FD INC,COM,,759720,75972010,759720105
75973T 10 1,RENALYTIX AI PLC,ADS,ADDED,75973T,75973T10,75973T101
759892 30 0 *,RENREN INC,SPONSORED ADS,,759892,75989230,759892300
759892 90 0  ,RENREN INC,CALL,,759892,75989290,759892900
759892 95 0  ,RENREN INC,PUT,,759892,75989295,759892950
759910 10 2 *,REPRO MED SYS INC,COM,,759910,75991010,759910102
759910 90 2  ,REPRO MED SYS INC,CALL,,759910,75991090,759910902
759910 95 2  ,REPRO MED SYS INC,PUT,,759910,75991095,759910952
759916 AB 5,REPLIGEN CORP,NOTE  0.375% 7/1,,759916,759916AB,759916AB5
759916 10 9 *,REPLIGEN CORP,COM,,759916,75991610,759916109
759916 90 9  ,REPLIGEN CORP,CALL,,759916,75991690,759916909
759916 95 9  ,REPLIGEN CORP,PUT,,759916,75991695,759916959
759937 20 4 *,RENAISSANCE CAP GREENWICH FD,IPO ETF,,759937,75993720,759937204
759937 90 4  ,RENAISSANCE CAP GREENWICH FD,CALL,,759937,75993790,759937904
759937 95 4  ,RENAISSANCE CAP GREENWICH FD,PUT,,759937,75993795,759937954
759937 30 3,RENAISSANCE CAP GREENWICH FD,INTNTL IPO ETF,,759937,75993730,759937303
76009N 10 0 *,RENT A CTR INC NEW,COM,,76009N,76009N10,76009N100
76009N 90 0  ,RENT A CTR INC NEW,CALL,,76009N,76009N90,76009N900
76009N 95 0  ,RENT A CTR INC NEW,PUT,,76009N,76009N95,76009N950
760273 10 2,REPARE THERAPEUTICS INC,COM,,760273,76027310,760273102
760281 20 4 *,REPUBLIC BANCORP INC KY,CL A,,760281,76028120,760281204
760281 90 4  ,REPUBLIC BANCORP INC KY,CALL,,760281,76028190,760281904
760281 95 4  ,REPUBLIC BANCORP INC KY,PUT,,760281,76028195,760281954
76029L 10 0 *,REPAY HLDGS CORP,COM CL A,,76029L,76029L10,76029L100
76029L 90 0  ,REPAY HLDGS CORP,CALL,,76029L,76029L90,76029L900
76029L 95 0  ,REPAY HLDGS CORP,PUT,,76029L,76029L95,76029L950
76029N 10 6,REPLIMUNE GROUP INC,COM,,76029N,76029N10,76029N106
760416 10 7 *,REPUBLIC FIRST BANCORP INC,COM,,760416,76041610,760416107
760416 90 7  ,REPUBLIC FIRST BANCORP INC,CALL,,760416,76041690,760416907
760416 95 7  ,REPUBLIC FIRST BANCORP INC,PUT,,760416,76041695,760416957
760759 10 0 *,REPUBLIC SVCS INC,COM,,760759,76075910,760759100
760759 90 0  ,REPUBLIC SVCS INC,CALL,,760759,76075990,760759900
760759 95 0  ,REPUBLIC SVCS INC,PUT,,760759,76075995,760759950
760911 10 7 *,RESEARCH FRONTIERS INC,COM,,760911,76091110,760911107
760911 90 7  ,RESEARCH FRONTIERS INC,CALL,,760911,76091190,760911907
760911 95 7  ,RESEARCH FRONTIERS INC,PUT,,760911,76091195,760911957
761025 10 5,RESEARCH SOLUTIONS INC,COM,,761025,76102510,761025105
761152 10 7 *,RESMED INC,COM,,761152,76115210,761152107
761152 90 7  ,RESMED INC,CALL,,761152,76115290,761152907
761152 95 7  ,RESMED INC,PUT,,761152,76115295,761152957
76117W 10 9 *,RESOLUTE FST PRODS INC,COM,,76117W,76117W10,76117W109
76117W 90 9  ,RESOLUTE FST PRODS INC,CALL,,76117W,76117W90,76117W909
76117W 95 9  ,RESOLUTE FST PRODS INC,PUT,,76117W,76117W95,76117W959
76118L 10 2 *,RESONANT INC,COM,,76118L,76118L10,76118L102
76118L 90 2  ,RESONANT INC,CALL,,76118L,76118L90,76118L902
76118L 95 2  ,RESONANT INC,PUT,,76118L,76118L95,76118L952
76118Y 10 4 *,RESIDEO TECHNOLOGIES INC,COM,,76118Y,76118Y10,76118Y104
76118Y 90 4  ,RESIDEO TECHNOLOGIES INC,CALL,,76118Y,76118Y90,76118Y904
76118Y 95 4  ,RESIDEO TECHNOLOGIES INC,PUT,,76118Y,76118Y95,76118Y954
76120W AC 8,RESOURCE CAP CORP,NOTE  4.500% 8/1,,76120W,76120WAC,76120WAC8
76122Q 10 5 *,RESOURCES CONNECTION INC,COM,,76122Q,76122Q10,76122Q105
76122Q 90 5  ,RESOURCES CONNECTION INC,CALL,,76122Q,76122Q90,76122Q905
76122Q 95 5  ,RESOURCES CONNECTION INC,PUT,,76122Q,76122Q95,76122Q955
761283 AC 4,RESTORATION HARDWARE HLDGS I,7/1DBCV,DELETED,761283,761283AC,761283AC4
76129W 10 5 *,RETRACTABLE TECHNOLOGIES INC,COM,,76129W,76129W10,76129W105
76129W 90 5  ,RETRACTABLE TECHNOLOGIES INC,CALL,,76129W,76129W90,76129W905
76129W 95 5  ,RETRACTABLE TECHNOLOGIES INC,PUT,,76129W,76129W95,76129W955
761299 AB 2,RETROPHIN INC,NOTE  2.500% 9/1,,761299,761299AB,761299AB2
761299 10 6 *,RETROPHIN INC,COM,,761299,76129910,761299106
761299 90 6  ,RETROPHIN INC,CALL,,761299,76129990,761299906
761299 95 6  ,RETROPHIN INC,PUT,,761299,76129995,761299956
76131D 10 3 *,RESTAURANT BRANDS INTL INC,COM,,76131D,76131D10,76131D103
76131D 90 3  ,RESTAURANT BRANDS INTL INC,CALL,,76131D,76131D90,76131D903
76131D 95 3  ,RESTAURANT BRANDS INTL INC,PUT,,76131D,76131D95,76131D953
76131N 10 1 *,RETAIL OPPORTUNITY INVTS COR,COM,,76131N,76131N10,76131N101
76131N 90 1  ,RETAIL OPPORTUNITY INVTS COR,CALL,,76131N,76131N90,76131N901
76131N 95 1  ,RETAIL OPPORTUNITY INVTS COR,PUT,,76131N,76131N95,76131N951
76131V 20 2 *,RETAIL PPTYS AMER INC,CL A,,76131V,76131V20,76131V202
76131V 90 2  ,RETAIL PPTYS AMER INC,CALL,,76131V,76131V90,76131V902
76131V 95 2  ,RETAIL PPTYS AMER INC,PUT,,76131V,76131V95,76131V952
76133L 10 3 *,RESTORBIO INC,COM,DELETED,76133L,76133L10,76133L103
76133L 90 3  ,RESTORBIO INC,CALL,DELETED,76133L,76133L90,76133L903
76133L 95 3  ,RESTORBIO INC,PUT,DELETED,76133L,76133L95,76133L953
76133Q 10 2,RETAIL VALUE INC,COM,,76133Q,76133Q10,76133Q102
761330 10 9 *,REVANCE THERAPEUTICS INC,COM,,761330,76133010,761330109
761330 90 9  ,REVANCE THERAPEUTICS INC,CALL,,761330,76133090,761330909
761330 95 9  ,REVANCE THERAPEUTICS INC,PUT,,761330,76133095,761330959
761525 60 9 *,REVLON INC,CL A NEW,,761525,76152560,761525609
761525 90 9  ,REVLON INC,CALL,,761525,76152590,761525909
761525 95 9  ,REVLON INC,PUT,,761525,76152595,761525959
76155X 10 0,REVOLUTION MEDICINES INC,COM,,76155X,76155X10,76155X100
76156B 10 7 *,REVOLVE GROUP INC,CL A,,76156B,76156B10,76156B107
76156B 90 7  ,REVOLVE GROUP INC,CALL,,76156B,76156B90,76156B907
76156B 95 7  ,REVOLVE GROUP INC,PUT,,76156B,76156B95,76156B957
761624 10 5,REX AMERICAN RESOURCES CORP,COM,,761624,76162410,761624105
761640 30 9 *,REXAHN PHARMACEUTICALS INC,COM,,761640,76164030,761640309
761640 90 9  ,REXAHN PHARMACEUTICALS INC,CALL,,761640,76164090,761640909
761640 95 9  ,REXAHN PHARMACEUTICALS INC,PUT,,761640,76164095,761640959
76169B 10 2 *,REXNORD CORP,COM,,76169B,76169B10,76169B102
76169B 90 2  ,REXNORD CORP,CALL,,76169B,76169B90,76169B902
76169B 95 2  ,REXNORD CORP,PUT,,76169B,76169B95,76169B952
76169C 10 0 *,REXFORD INDL RLTY INC,COM,,76169C,76169C10,76169C100
76169C 90 0  ,REXFORD INDL RLTY INC,CALL,,76169C,76169C90,76169C900
76169C 95 0  ,REXFORD INDL RLTY INC,PUT,,76169C,76169C95,76169C950
76171L 10 6 *,REYNOLDS CONSUMER PRODS INC,COM,,76171L,76171L10,76171L106
76171L 90 6  ,REYNOLDS CONSUMER PRODS INC,CALL,,76171L,76171L90,76171L906
76171L 95 6  ,REYNOLDS CONSUMER PRODS INC,PUT,,76171L,76171L95,76171L956
762093 10 2,RHINEBECK BANCORP INC,COM,,762093,76209310,762093102
76243J 10 5 *,RHYTHM PHARMACEUTICALS INC,COM,,76243J,76243J10,76243J105
76243J 90 5  ,RHYTHM PHARMACEUTICALS INC,CALL,,76243J,76243J90,76243J905
76243J 95 5  ,RHYTHM PHARMACEUTICALS INC,PUT,,76243J,76243J95,76243J955
762544 10 4 *,RIBBON COMMUNICATIONS INC,COM,,762544,76254410,762544104
762544 90 4  ,RIBBON COMMUNICATIONS INC,CALL,,762544,76254490,762544904
762544 95 4  ,RIBBON COMMUNICATIONS INC,PUT,,762544,76254495,762544954
762831 20 4,RICEBRAN TECHNOLOGIES,COM NEW,,762831,76283120,762831204
763165 10 7 *,RICHARDSON ELECTRS LTD,COM,,763165,76316510,763165107
763165 90 7  ,RICHARDSON ELECTRS LTD,CALL,,763165,76316590,763165907
763165 95 7  ,RICHARDSON ELECTRS LTD,PUT,,763165,76316595,763165957
76525P 10 0,RICHMOND MUT BANCORPORATION,COM,,76525P,76525P10,76525P100
766559 60 3 *,RIGEL PHARMACEUTICALS INC,COM NEW,,766559,76655960,766559603
766559 90 3  ,RIGEL PHARMACEUTICALS INC,CALL,,766559,76655990,766559903
766559 95 3  ,RIGEL PHARMACEUTICALS INC,PUT,,766559,76655995,766559953
766582 10 0 *,RIGNET INC,COM,,766582,76658210,766582100
766582 90 0  ,RIGNET INC,CALL,,766582,76658290,766582900
766582 95 0  ,RIGNET INC,PUT,,766582,76658295,766582950
76674Q 10 7,RIMINI STR INC DEL,COM,,76674Q,76674Q10,76674Q107
76680R AD 9,RINGCENTRAL INC,NOTE         3/1,,76680R,76680RAD,76680RAD9
76680R 20 6 *,RINGCENTRAL INC,CL A,,76680R,76680R20,76680R206
76680R 90 6  ,RINGCENTRAL INC,CALL,,76680R,76680R90,76680R906
76680R 95 6  ,RINGCENTRAL INC,PUT,,76680R,76680R95,76680R956
76680V 10 8 *,RING ENERGY INC,COM,,76680V,76680V10,76680V108
76680V 90 8  ,RING ENERGY INC,CALL,,76680V,76680V90,76680V908
76680V 95 8  ,RING ENERGY INC,PUT,,76680V,76680V95,76680V958
767204 10 0 *,RIO TINTO PLC,SPONSORED ADR,,767204,76720410,767204100
767204 90 0  ,RIO TINTO PLC,CALL,,767204,76720490,767204900
767204 95 0  ,RIO TINTO PLC,PUT,,767204,76720495,767204950
767292 10 5 *,RIOT BLOCKCHAIN INC,COM,,767292,76729210,767292105
767292 90 5  ,RIOT BLOCKCHAIN INC,CALL,,767292,76729290,767292905
767292 95 5  ,RIOT BLOCKCHAIN INC,PUT,,767292,76729295,767292955
76761L 10 2 *,RISE ED CAYMAN LTD,SPONSORED ADR,,76761L,76761L10,76761L102
76761L 90 2  ,RISE ED CAYMAN LTD,CALL,,76761L,76761L90,76761L902
76761L 95 2  ,RISE ED CAYMAN LTD,PUT,,76761L,76761L95,76761L952
767744 10 5 *,RITCHIE BROS AUCTIONEERS,COM,,767744,76774410,767744105
767744 90 5  ,RITCHIE BROS AUCTIONEERS,CALL,,767744,76774490,767744905
767744 95 5  ,RITCHIE BROS AUCTIONEERS,PUT,,767744,76774495,767744955
767754 87 2 *,RITE AID CORP,COM,,767754,76775487,767754872
767754 90 2  ,RITE AID CORP,CALL,,767754,76775490,767754902
767754 95 2  ,RITE AID CORP,PUT,,767754,76775495,767754952
76881Y 10 9,RIVERNORTH OPPORTUNITIES FD,COM,,76881Y,76881Y10,76881Y109
76881Y 14 1,RIVERNORTH OPPORTUNITIES FD,11/03/2020RIGHT,ADDED,76881Y,76881Y14,76881Y141
76882B 10 8,RIVERNORTH SPECIALTY FIN COR,COM,,76882B,76882B10,76882B108
76882G 10 7,RIVERNORTH DOUBLELINE STRATE,COM,,76882G,76882G10,76882G107
76882G 12 3,RIVERNORTH DOUBLELINE STRATE,10/01/2020RIGHT,ADDED,76882G,76882G12,76882G123
76882H 10 5,RIVERNORTH MANAGED DUR MUN I,COM,,76882H,76882H10,76882H105
76883F 10 8,RIVERNORTH OPPORTUNISTIC MUN,COM,,76883F,76883F10,76883F108
76883H 10 4,RIVERNORTH FLEXIBLE MUN INCO,COM,,76883H,76883H10,76883H104
769397 10 0 *,RIVERVIEW BANCORP INC,COM,,769397,76939710,769397100
769397 90 0  ,RIVERVIEW BANCORP INC,CALL,,769397,76939790,769397900
769397 95 0  ,RIVERVIEW BANCORP INC,PUT,,769397,76939795,769397950
76940Q 10 5,RIVERVIEW FINL CORP NEW,COM,,76940Q,76940Q10,76940Q105
76970B 10 1,RMR MORTGAGE TR,COM,,76970B,76970B10,76970B101
770323 10 3 *,ROBERT HALF INTL INC,COM,,770323,77032310,770323103
770323 90 3  ,ROBERT HALF INTL INC,CALL,,770323,77032390,770323903
770323 95 3  ,ROBERT HALF INTL INC,PUT,,770323,77032395,770323953
77311W 10 1 *,ROCKET COS INC,ACLCOM,ADDED,77311W,77311W10,77311W101
77311W 90 1  ,ROCKET COS INC,CALL,ADDED,77311W,77311W90,77311W901
77311W 95 1  ,ROCKET COS INC,PUT,ADDED,77311W,77311W95,77311W951
77313F 10 6 *,ROCKET PHARMACEUTICALS INC,COM,,77313F,77313F10,77313F106
77313F 90 6  ,ROCKET PHARMACEUTICALS INC,CALL,,77313F,77313F90,77313F906
77313F 95 6  ,ROCKET PHARMACEUTICALS INC,PUT,,77313F,77313F95,77313F956
773903 10 9 *,ROCKWELL AUTOMATION INC,COM,,773903,77390310,773903109
773903 90 9  ,ROCKWELL AUTOMATION INC,CALL,,773903,77390390,773903909
773903 95 9  ,ROCKWELL AUTOMATION INC,PUT,,773903,77390395,773903959
774374 10 2 *,ROCKWELL MED INC,COM,,774374,77437410,774374102
774374 90 2  ,ROCKWELL MED INC,CALL,,774374,77437490,774374902
774374 95 2  ,ROCKWELL MED INC,PUT,,774374,77437495,774374952
774515 10 0,ROCKY BRANDS INC,COM,,774515,77451510,774515100
77467X 10 1,ROCKY MTN CHOCOLATE FACTORY,COM,,77467X,77467X10,77467X101
775109 20 0 *,ROGERS COMMUNICATIONS INC,CL B,,775109,77510920,775109200
775109 90 0  ,ROGERS COMMUNICATIONS INC,CALL,,775109,77510990,775109900
775109 95 0  ,ROGERS COMMUNICATIONS INC,PUT,,775109,77510995,775109950
775133 10 1 *,ROGERS CORP,COM,,775133,77513310,775133101
775133 90 1  ,ROGERS CORP,CALL,,775133,77513390,775133901
775133 95 1  ,ROGERS CORP,PUT,,775133,77513395,775133951
77543R 10 2 *,ROKU INC,COM CL A,,77543R,77543R10,77543R102
77543R 90 2  ,ROKU INC,CALL,,77543R,77543R90,77543R902
77543R 95 2  ,ROKU INC,PUT,,77543R,77543R95,77543R952
775711 10 4 *,ROLLINS INC,COM,,775711,77571110,775711104
775711 90 4  ,ROLLINS INC,CALL,,775711,77571190,775711904
775711 95 4  ,ROLLINS INC,PUT,,775711,77571195,775711954
776696 10 6 *,ROPER TECHNOLOGIES INC,COM,,776696,77669610,776696106
776696 90 6  ,ROPER TECHNOLOGIES INC,CALL,,776696,77669690,776696906
776696 95 6  ,ROPER TECHNOLOGIES INC,PUT,,776696,77669695,776696956
777385 10 5,ROSEHILL RES INC,ACL,DELETED,777385,77738510,777385105
777385 11 3,ROSEHILL RES INC,04/27/202EXP*W,DELETED,777385,77738511,777385113
777385 20 4,ROSEHILL RES INC,12/31/2020UNIT,DELETED,777385,77738520,777385204
777780 10 7 *,ROSETTA STONE INC,COM,,777780,77778010,777780107
777780 90 7  ,ROSETTA STONE INC,CALL,,777780,77778090,777780907
777780 95 7  ,ROSETTA STONE INC,PUT,,777780,77778095,777780957
778296 10 3 *,ROSS STORES INC,COM,,778296,77829610,778296103
778296 90 3  ,ROSS STORES INC,CALL,,778296,77829690,778296903
778296 95 3  ,ROSS STORES INC,PUT,,778296,77829695,778296953
778675 10 8,ROTH CH ACQUISITION I CO,COM,,778675,77867510,778675108
778675 11 6,ROTH CH ACQUISITION I CO,*W EXP 01/28/202,,778675,77867511,778675116
778675 20 7,ROTH CH ACQUISITION I CO,UNIT 01/28/2025,,778675,77867520,778675207
780087 10 2 *,ROYAL BK CDA,COM,,780087,78008710,780087102
780087 90 2  ,ROYAL BK CDA,CALL,,780087,78008790,780087902
780087 95 2  ,ROYAL BK CDA,PUT,,780087,78008795,780087952
780097 68 9 *,ROYAL BK SCOTLAND GROUP PLC,ORD2ADRSPONS,DELETED,780097,78009768,780097689
780097 90 9  ,ROYAL BK SCOTLAND GROUP PLC,CALL,DELETED,780097,78009790,780097909
780097 95 9  ,ROYAL BK SCOTLAND GROUP PLC,PUT,DELETED,780097,78009795,780097959
780259 10 7 *,ROYAL DUTCH SHELL PLC,SPON ADR B,,780259,78025910,780259107
780259 90 7  ,ROYAL DUTCH SHELL PLC,CALL,,780259,78025990,780259907
780259 95 7  ,ROYAL DUTCH SHELL PLC,PUT,,780259,78025995,780259957
780259 20 6 *,ROYAL DUTCH SHELL PLC,SPONS ADR A,,780259,78025920,780259206
780259 90 6  ,ROYAL DUTCH SHELL PLC,CALL,,780259,78025990,780259906
780259 95 6  ,ROYAL DUTCH SHELL PLC,PUT,,780259,78025995,780259956
780287 10 8 *,ROYAL GOLD INC,COM,,780287,78028710,780287108
780287 90 8  ,ROYAL GOLD INC,CALL,,780287,78028790,780287908
780287 95 8  ,ROYAL GOLD INC,PUT,,780287,78028795,780287958
78081T 10 4,ROYCE GLOBAL VALUE TR INC,COM,,78081T,78081T10,78081T104
780910 10 5,ROYCE VALUE TR INC,COM,,780910,78091010,780910105
780915 10 4,ROYCE MICRO-CAP TR INC,COM,,780915,78091510,780915104
78112T 20 6 *,RUBICON TECHNOLOGY INC,COM NEW,,78112T,78112T20,78112T206
78112T 90 6  ,RUBICON TECHNOLOGY INC,CALL,,78112T,78112T90,78112T906
78112T 95 6  ,RUBICON TECHNOLOGY INC,PUT,,78112T,78112T95,78112T956
78112V 10 2 *,RUBICON PROJ INC,COM,DELETED,78112V,78112V10,78112V102
78112V 90 2  ,RUBICON PROJ INC,CALL,DELETED,78112V,78112V90,78112V902
78112V 95 2  ,RUBICON PROJ INC,PUT,DELETED,78112V,78112V95,78112V952
78116T 10 3 *,RUBIUS THERAPEUTICS INC,COM,,78116T,78116T10,78116T103
78116T 90 3  ,RUBIUS THERAPEUTICS INC,CALL,,78116T,78116T90,78116T903
78116T 95 3  ,RUBIUS THERAPEUTICS INC,PUT,,78116T,78116T95,78116T953
781314 10 9,RUHNN HLDG LTD,ADS,,781314,78131410,781314109
781386 30 5,RUMBLEON INC,COM CL B,,781386,78138630,781386305
781846 20 9 *,RUSH ENTERPRISES INC,CL A,,781846,78184620,781846209
781846 90 9  ,RUSH ENTERPRISES INC,CALL,,781846,78184690,781846909
781846 95 9  ,RUSH ENTERPRISES INC,PUT,,781846,78184695,781846959
781846 30 8,RUSH ENTERPRISES INC,CL B,,781846,78184630,781846308
783332 10 9 *,RUTHS HOSPITALITY GROUP INC,COM,,783332,78333210,783332109
783332 90 9  ,RUTHS HOSPITALITY GROUP INC,CALL,,783332,78333290,783332909
783332 95 9  ,RUTHS HOSPITALITY GROUP INC,PUT,,783332,78333295,783332959
783513 20 3 *,RYANAIR HOLDINGS PLC,SPONSORED ADS,,783513,78351320,783513203
783513 90 3  ,RYANAIR HOLDINGS PLC,CALL,,783513,78351390,783513903
783513 95 3  ,RYANAIR HOLDINGS PLC,PUT,,783513,78351395,783513953
783549 10 8 *,RYDER SYS INC,COM,,783549,78354910,783549108
783549 90 8  ,RYDER SYS INC,CALL,,783549,78354990,783549908
783549 95 8  ,RYDER SYS INC,PUT,,783549,78354995,783549958
783754 10 4 *,RYERSON HLDG CORP,COM,,783754,78375410,783754104
783754 90 4  ,RYERSON HLDG CORP,CALL,,783754,78375490,783754904
783754 95 4  ,RYERSON HLDG CORP,PUT,,783754,78375495,783754954
78377T 10 7 *,RYMAN HOSPITALITY PPTYS INC,COM,,78377T,78377T10,78377T107
78377T 90 7  ,RYMAN HOSPITALITY PPTYS INC,CALL,,78377T,78377T90,78377T907
78377T 95 7  ,RYMAN HOSPITALITY PPTYS INC,PUT,,78377T,78377T95,78377T957
783859 10 1 *,S & T BANCORP INC,COM,,783859,78385910,783859101
783859 90 1  ,S & T BANCORP INC,CALL,,783859,78385990,783859901
783859 95 1  ,S & T BANCORP INC,PUT,,783859,78385995,783859951
78396V 10 9,SCWORX CORP,COM,,78396V,78396V10,78396V109
78408D 10 5,SB FINL GROUP INC,COM,,78408D,78408D10,78408D105
78409V 10 4 *,S&P GLOBAL INC,COM,,78409V,78409V10,78409V104
78409V 90 4  ,S&P GLOBAL INC,CALL,,78409V,78409V90,78409V904
78409V 95 4  ,S&P GLOBAL INC,PUT,,78409V,78409V95,78409V954
78410G 10 4 *,SBA COMMUNICATIONS CORP NEW,CL A,,78410G,78410G10,78410G104
78410G 90 4  ,SBA COMMUNICATIONS CORP NEW,CALL,,78410G,78410G90,78410G904
78410G 95 4  ,SBA COMMUNICATIONS CORP NEW,PUT,,78410G,78410G95,78410G954
784117 10 3 *,SEI INVTS CO,COM,,784117,78411710,784117103
784117 90 3  ,SEI INVTS CO,CALL,,784117,78411790,784117903
784117 95 3  ,SEI INVTS CO,PUT,,784117,78411795,784117953
78413P 10 1 *,SEACOR MARINE HLDGS INC,COM,,78413P,78413P10,78413P101
78413P 90 1  ,SEACOR MARINE HLDGS INC,CALL,,78413P,78413P90,78413P901
78413P 95 1  ,SEACOR MARINE HLDGS INC,PUT,,78413P,78413P95,78413P951
78413T 10 3,SB ONE BANCORP,COM,DELETED,78413T,78413T10,78413T103
78418A 50 5,SG BLOCKS INC,COM NEW,,78418A,78418A50,78418A505
784305 10 4 *,SJW GROUP,COM,,784305,78430510,784305104
784305 90 4  ,SJW GROUP,CALL,,784305,78430590,784305904
784305 95 4  ,SJW GROUP,PUT,,784305,78430595,784305954
78440P 10 8 *,SK TELECOM LTD,SPONSORED ADR,,78440P,78440P10,78440P108
78440P 90 8  ,SK TELECOM LTD,CALL,,78440P,78440P90,78440P908
78440P 95 8  ,SK TELECOM LTD,PUT,,78440P,78440P95,78440P958
78440X 10 1 *,SL GREEN RLTY CORP,COM,,78440X,78440X10,78440X101
78440X 90 1  ,SL GREEN RLTY CORP,CALL,,78440X,78440X90,78440X901
78440X 95 1  ,SL GREEN RLTY CORP,PUT,,78440X,78440X95,78440X951
78442P 10 6 *,SLM CORP,COM,,78442P,78442P10,78442P106
78442P 90 6  ,SLM CORP,CALL,,78442P,78442P90,78442P906
78442P 95 6  ,SLM CORP,PUT,,78442P,78442P95,78442P956
78454L AM 2,SM ENERGY CO,NOTE  1.500% 7/0,,78454L,78454LAM,78454LAM2
78454L 10 0 *,SM ENERGY CO,COM,,78454L,78454L10,78454L100
78454L 90 0  ,SM ENERGY CO,CALL,,78454L,78454L90,78454L900
78454L 95 0  ,SM ENERGY CO,PUT,,78454L,78454L95,78454L950
78462F 10 3 *,SPDR S&P 500 ETF TR,TR UNIT,,78462F,78462F10,78462F103
78462F 90 3  ,SPDR S&P 500 ETF TR,CALL,,78462F,78462F90,78462F903
78462F 95 3  ,SPDR S&P 500 ETF TR,PUT,,78462F,78462F95,78462F953
78463M 10 7 *,SPS COMMERCE INC,COM,,78463M,78463M10,78463M107
78463M 90 7  ,SPS COMMERCE INC,CALL,,78463M,78463M90,78463M907
78463M 95 7  ,SPS COMMERCE INC,PUT,,78463M,78463M95,78463M957
78463V 10 7 *,SPDR GOLD TR,GOLD SHS,,78463V,78463V10,78463V107
78463V 90 7  ,SPDR GOLD TR,CALL,,78463V,78463V90,78463V907
78463V 95 7  ,SPDR GOLD TR,PUT,,78463V,78463V95,78463V957
78463X 10 3 *,SPDR INDEX SHS FDS,PORTFLO EURP ETF,,78463X,78463X10,78463X103
78463X 90 3  ,SPDR INDEX SHS FDS,CALL,,78463X,78463X90,78463X903
78463X 95 3  ,SPDR INDEX SHS FDS,PUT,,78463X,78463X95,78463X953
78463X 14 5,SPDR INDEX SHS FDS,SOLACTV HK ETF,,78463X,78463X14,78463X145
78463X 15 2 *,SPDR INDEX SHS FDS,S&P NORTH AMER,,78463X,78463X15,78463X152
